,0
feast,5.2843335747239975
fecal,4.870340416046634
feign,4.515489241446038
fella,4.225486791559669
felon,4.80438726848757
femme,3.128784088955364
femur,4.477198807533765
fence,4.207697619505436
feral,5.190563020103876
ferry,3.985491987697959
fetal,5.091132058267949
fetch,4.42444183300713
fetid,4.643981227410995
fetus,4.570835830259438
fever,3.8536122110277677
fewer,3.937067526539604
fiber,4.653451579700113
ficus,4.097341859140189
field,4.655832411722061
fiend,4.560449726326375
fiery,4.725743510174802
fifth,3.467720158454069
fifty,3.4470520155191813
fight,4.0064511311043045
filer,5.03030528881535
filet,5.091642303756257
filly,3.623710958298524
filmy,4.014470472251243
filth,4.416979650043652
final,4.734803008163244
finch,4.124255026235798
finer,4.975129079916438
first,4.927573377661451
fishy,3.975850416552758
fixer,4.19050072563717
fizzy,2.5060473230811153
fjord,3.6783697836721347
flack,4.202813661150767
flail,4.13332400033968
flair,5.046367650822265
flake,4.737238353535222
flaky,4.106902050629256
flame,4.909516223675029
flank,4.32844317593967
flare,5.373354547971322
flash,4.650083803828633
flask,4.392220364306776
fleck,4.155307797689474
fleet,4.495771306575739
flesh,4.627015892972837
flick,4.00770074711684
flier,5.105467014358199
fling,4.1893575747926155
flint,4.72581098498596
flirt,4.9201675099764115
float,4.977065712517715
flock,4.009434298599807
flood,3.7440144118106518
floor,4.130792898071466
flora,4.875266584307869
floss,3.8428380820738317
flour,4.674213861312432
flout,4.622568034513595
flown,4.066534333877817
fluff,2.558923374610896
fluid,4.2589505766362254
fluke,4.333160806225155
flume,4.4827839694546405
flung,3.9823337147507685
flunk,3.89609637485679
flush,4.2518103988493925
flute,4.89299743823753
flyer,4.708485442522966
foamy,4.288046066408888
focal,4.643474891049896
focus,4.162892290032574
foggy,3.160047665196275
foist,4.871424950143291
folio,3.8878530525887967
folly,3.674520821308386
foray,4.735775956101374
force,5.058197090670466
forge,4.821560017146674
forgo,3.656654947612334
forte,5.227465931068336
forth,4.637916617614723
forty,4.604608008959312
forum,4.2613043786955505
found,4.231873958717437
foyer,4.758207395725839
frail,5.050894968308688
frame,5.062013815526713
frank,4.503111467219344
fraud,4.615867701373517
freak,4.683398211704841
freed,4.259740669619256
freer,3.760599681453573
fresh,4.764893017034012
friar,4.353434060503481
fried,4.919598308449696
frill,4.136570078165495
frisk,4.32841513244169
fritz,4.047449206670752
frock,4.184702818285344
frond,4.579431663449586
front,4.937661496307489
frost,4.967325133730297
froth,4.675020108797692
frown,4.233757147060402
froze,4.338419405808581
fruit,4.802363857185679
fudge,4.170033928344007
fugue,3.564818458453937
fully,3.427510956417853
fungi,3.8395499274693012
funky,3.5713144640934584
funny,3.3215684740753835
furor,3.9905011206288465
furry,3.5879495731429274
fussy,3.386316131231897
fuzzy,2.3043604641411783
gaffe,3.947258990110051
gaily,4.833301535278567
gamer,5.036513371008339
gamma,2.921642929259062
gamut,4.5228769115574154
gassy,3.950380447171211
gaudy,4.292109146938572
gauge,4.2866221938462745
gaunt,4.873633516252515
gauze,4.325402858423991
gavel,4.721834807967427
gawky,3.645058465143092
gayer,5.079610131724705
gayly,3.8312631163262996
gazer,4.542958639233848
gecko,4.172386981948127
geeky,3.5817979012817114
geese,3.828086760814288
genie,4.508502365634048
genre,4.626684566782417
ghost,4.641846458498018
ghoul,4.423641214141116
giant,5.069269616823116
giddy,3.3552957535272587
gipsy,4.225065214156138
girly,4.659924618027729
girth,4.71556326434179
given,4.415616141096081
giver,4.5802578907673155
glade,5.155879615339587
gland,4.766568215618158
glare,5.530269109066343
glass,4.201464122458879
glaze,4.577917570041146
gleam,4.809302706133582
glean,5.110895396657255
glide,4.944599720988461
glint,4.85855166492555
gloat,5.139478921993479
globe,4.776893655823268
gloom,3.7613295713436514
glory,4.725421221699565
gloss,4.00445004081607
glove,4.581743140905438
glyph,3.9239848900299
gnash,4.657432632096822
gnome,4.679314239825747
godly,4.350800592641769
going,3.8698056217090238
golem,4.798161906269503
golly,3.842720257443949
gonad,4.697182335392984
goner,5.164989232186845
goody,3.5965414431083222
gooey,4.156328597439921
goofy,3.3587125745577455
goose,4.477728179421997
gorge,4.440407891685629
gouge,4.112740587159514
gourd,4.5951495233016155
grace,5.414855010608606
grade,5.274356744723237
graft,4.801539927003906
grail,5.200497914802598
grain,5.124147126236939
grand,4.898213634315487
grant,5.242673255586659
grape,5.247309826001405
graph,4.631324341582542
grasp,4.865878354902429
grass,4.311295403883849
grate,5.604721071049499
grave,4.928091564360035
gravy,4.339673762407592
graze,4.700971791209528
great,5.452072779098322
greed,4.4063844376172
green,4.589434540860124
greet,4.771087252375555
grief,4.807464915316099
grill,4.284478999407224
grime,4.995226497066228
grimy,4.385248736559852
grind,4.659482219297916
gripe,5.046980147357446
groan,5.101196787216843
groin,4.942168407217277
groom,3.898305977316628
grope,5.026425442875172
gross,4.110119295907631
group,4.515707825263872
grout,4.93389466089144
grove,4.706420484574237
growl,4.446051827353357
grown,4.357974851767336
gruel,5.094376459810095
gruff,3.325923039983418
grunt,4.810387324049693
guard,4.732374093508511
guava,3.418519466500203
guess,3.9599357276843907
guest,4.93040909799396
guide,4.716934276822929
guild,4.484306846040796
guile,5.0700783074599975
guilt,4.815373209455604
guise,5.016454711258325
gulch,4.168295094263084
gully,3.5955733611560374
gumbo,3.7049116280158314
gummy,3.059102661918884
guppy,3.1084339225888784
gusto,4.523491260687892
gusty,4.281243224785284
gypsy,3.206049976261097
habit,4.759708910454545
hairy,4.983164757013351
halve,4.81886874836181
handy,4.447880420478922
happy,3.5759729969257514
hardy,4.649032941659516
harem,5.1321429642911545
harpy,4.618592444664197
harry,4.193926289785632
harsh,4.390536731816849
haste,5.397508067929169
hasty,4.726087527065588
hatch,4.029943094951262
hater,5.486107120439381
haunt,4.954335644053738
haute,5.278798676104681
haven,4.690324345476981
havoc,4.201191052664539
hazel,4.543328973262822
heady,4.73780514593487
heard,5.252432576997799
heart,5.612255574516925
heath,4.526040225204152
heave,4.21692400493112
heavy,4.408547601706748
hedge,3.975871453909239
hefty,4.265644830678997
heist,5.296131550132678
helix,4.238102824253047
hello,4.298821130093317
hence,4.39323908359079
heron,5.170367548900956
hilly,3.8438929812589766
hinge,4.761239313826363
hippo,3.5778219843133994
hippy,3.3711882609971124
hitch,3.811815692769896
hoard,5.038622038745283
hobby,3.2785062351743877
hoist,5.077247651106815
holly,3.8866050025262466
homer,4.932217830089236
honey,4.839492329773342
honor,4.301455726864549
horde,5.124683392704441
horny,4.743293286051098
horse,5.422079565531042
hotel,5.266941799498854
hotly,4.67147859774365
hound,4.457060600818344
house,5.099504549481003
hovel,4.617311363014769
hover,4.675882852847593
howdy,3.775766631949044
human,4.382341632412203
humid,4.0618824354435725
humor,4.521240194484209
humph,3.1003659099396836
humus,3.2961590227573305
hunch,3.5608722918674616
hunky,3.7869013377455722
hurry,3.789240192117319
husky,3.7931309592796234
hussy,3.6042265971534375
hutch,3.6301360272761545
hydro,4.325482530815185
hyena,4.731775147114789
hymen,4.348412100019491
hyper,4.580463588934749
icily,3.786933624645018
icing,3.4964448851832852
ideal,5.0177817964533835
idiom,3.53027459140004
idiot,4.030401508649055
idler,5.057742471545853
idyll,3.6454864680730683
igloo,3.733680479173797
iliac,4.19498146475831
image,4.823458456421818
imbue,4.320314868952466
impel,4.644168604743757
imply,4.0423523867306095
inane,4.704411675099924
inbox,3.586148897584356
incur,4.6479961646870835
index,4.06741339293326
inept,4.881241606725083
inert,5.339379039559705
infer,4.770807841642568
ingot,4.598903715225825
inlay,4.77500791297756
inlet,5.322781479078945
inner,4.512727555317656
input,4.456490422338437
inter,5.305467880485702
intro,4.964773944801763
ionic,3.9767634210639056
irate,5.8327988809409055
irony,4.937719007358795
islet,5.305513111978623
issue,4.156635453128593
itchy,4.127125491700652
ivory,4.290861790717265
jaunt,4.338740142067
jazzy,2.3087916760795664
jelly,3.422517558445729
jerky,3.7717341025424234
jetty,3.4152838735778963
jewel,3.4765069816335115
jiffy,2.5072629860746565
joint,4.404332053028199
joist,4.481520872356425
joker,4.110160220146294
jolly,3.2736160755342976
joust,4.258190319358527
judge,3.7686421693446093
juice,4.333840116690523
juicy,3.686080207616289
jumbo,3.143050021665479
jumpy,3.058014443788169
junta,4.058748538380428
junto,3.964517104336902
juror,3.5840265670167595
kappa,2.770934155060199
karma,3.7850908852935325
kayak,2.8637482757613593
kebab,3.640626389566882
khaki,3.4561933060626977
kinky,3.2941480304885795
kiosk,3.7557089843716556
kitty,3.5716322958805944
knack,3.5957620237964774
knave,4.432629026152323
knead,4.567323325133705
kneed,3.912929159511342
kneel,4.218022044831854
knelt,4.774335719918657
knife,4.346939327384562
knock,3.416784353041505
knoll,3.8228461596827055
known,3.1267398546615928
koala,4.105772346485042
krill,4.072377197751152
label,4.474292503425929
labor,5.071936220395835
laden,5.3148553261964
ladle,4.726049022041787
lager,5.336683560265134
lance,5.517859349784819
lanky,4.460416555404237
lapel,4.577074046420565
lapse,5.430417867523897
large,5.4446806740475875
larva,4.026931693021355
lasso,4.464505758228448
latch,4.890983493144793
later,5.707287214774777
lathe,5.396170711055798
latte,4.97166048523075
laugh,4.558987546415259
layer,5.361032881888455
leach,5.176161055494278
leafy,4.805725245616867
leaky,4.763763761759911
leant,5.683771188478658
leapt,5.417108401326201
learn,5.6520712086857685
lease,5.152465047726566
leash,5.359286242106588
least,5.751562008954046
leave,4.491941999886002
ledge,4.245201623873898
leech,4.334833872454836
leery,4.582384549130207
lefty,4.545565240294117
legal,4.4035089082178285
leggy,3.792443147670473
lemon,4.903975085562449
lemur,4.907740541803942
leper,4.614627126737439
level,3.481251351845272
lever,4.28883716483633
libel,4.2963593068778545
liege,4.539604731370298
light,4.474975770807639
liken,4.819648486920742
lilac,4.2250024587301285
limbo,4.216790354793332
limit,4.055819093258716
linen,4.589670205389651
liner,5.4018099335684875
lingo,4.577223810309099
lipid,3.7556993329716946
lithe,5.174631936858396
liver,4.86546728900629
livid,3.45150805250502
llama,3.398106607170885
loamy,4.767835547011721
loath,5.1749823350129445
lobby,3.549245649587716
local,4.346636662111468
locus,4.635088849355889
lodge,4.879420507015756
lofty,4.391301532609195
logic,4.52083835975261
login,4.725606821067436
loopy,3.881656946718217
loose,4.825029751959642
lorry,4.2826720323887875
loser,5.465312696390799
louse,5.3562826280082785
lousy,4.762637030241942
lover,4.895145780382105
lower,4.96189793436009
lowly,3.604385921434716
loyal,4.257355930005287
lucid,4.482748453428985
lucky,3.8930608300731286
lumen,4.806717205000791
lumpy,3.9506951628462614
lunar,5.144713276981637
lunch,4.423313893673364
lunge,4.841107260728208
lupus,3.614559186444151
lurch,4.608028595363873
lurid,4.814795530884646
lusty,4.603303302789251
lying,4.345060895954517
lymph,3.7928844014706304
lyric,4.608957776384934
macaw,3.5058766322913963
macho,4.368219467055059
macro,4.87200080954431
madam,3.090072669803242
madly,4.480972296186378
mafia,3.6581977615389896
magic,4.342386187598627
magma,2.9180281364870533
maize,4.54921965810053
major,4.2975962381944655
maker,4.8285040639139
mambo,3.5573800427627607
mamma,2.3338706201143467
mammy,2.897171291727462
manga,3.751561610148367
mange,4.921482040344742
mango,4.476041290332318
mangy,4.29696796959564
mania,4.136260189647159
manic,4.652057505924717
manly,4.691997341605016
manor,5.113363791536631
maple,5.10399154096519
march,4.740305124904183
marry,4.145826973883435
marsh,4.927078657261318
mason,4.878242827183598
masse,4.597794103862342
match,4.576677981178359
matey,5.020343066608397
mauve,4.533279647681576
maxim,3.20606643862845
maybe,4.584297532235363
mayor,4.8852601315433155
mealy,5.031668097685887
meant,5.364453560084479
meaty,5.015237478452953
